time,norm,x,y,z,touch
87,1118.8722000300124,207.0,-35.0,-1099.0,0.0
88,1118.5039114817614,205.0,-35.0,-1099.0,0.0
89,1113.6561408262426,205.0,-37.0,-1094.0,0.0
90,1113.6561408262426,205.0,-37.0,-1094.0,0.0
91,1113.6561408262426,205.0,-37.0,-1094.0,0.0
92,1113.6561408262426,205.0,-37.0,-1094.0,0.0
93,1113.6498552058451,204.0,-42.0,-1094.0,0.0
94,1113.6498552058451,204.0,-42.0,-1094.0,0.0
95,1113.6498552058451,204.0,-42.0,-1094.0,0.0
96,1113.6498552058451,204.0,-42.0,-1094.0,0.0
97,1114.3895189744023,208.0,-42.0,-1094.0,0.0
98,1115.2977181004183,208.0,-40.0,-1095.0,0.0
99,1115.2977181004183,208.0,-40.0,-1095.0,0.0
100,1115.2977181004183,208.0,-40.0,-1095.0,0.0
101,1115.2977181004183,208.0,-40.0,-1095.0,0.0
102,1114.4886719926767,204.0,-38.0,-1095.0,0.0
103,1112.5237076125613,204.0,-38.0,-1093.0,0.0
104,1112.5237076125613,204.0,-38.0,-1093.0,0.0
105,1112.5237076125613,204.0,-38.0,-1093.0,0.0
106,1112.5237076125613,204.0,-38.0,-1093.0,0.0
107,1115.505714911403,204.0,-39.0,-1096.0,0.0
108,1115.505714911403,204.0,-39.0,-1096.0,0.0
109,1115.505714911403,204.0,-39.0,-1096.0,0.0
110,1115.505714911403,204.0,-39.0,-1096.0,0.0
111,1116.167102184973,207.0,-42.0,-1096.0,0.0
112,1113.221451464173,207.0,-42.0,-1093.0,0.0
113,1113.221451464173,207.0,-42.0,-1093.0,0.0
114,1113.221451464173,207.0,-42.0,-1093.0,0.0
115,1113.7831925469156,210.0,-42.0,-1093.0,0.0
116,1114.6210118241984,210.0,-38.0,-1094.0,0.0
117,1114.6210118241984,210.0,-38.0,-1094.0,0.0
118,1114.6210118241984,210.0,-38.0,-1094.0,0.0
119,1114.6210118241984,210.0,-38.0,-1094.0,0.0
120,1113.9807000123476,206.0,-41.0,-1094.0,0.0
121,1112.016636566198,206.0,-41.0,-1092.0,0.0
122,1112.016636566198,206.0,-41.0,-1092.0,0.0
123,1112.016636566198,206.0,-41.0,-1092.0,0.0
124,1111.6478759031568,204.0,-41.0,-1092.0,0.0
125,1113.5762210104883,204.0,-40.0,-1094.0,0.0
126,1113.5762210104883,204.0,-40.0,-1094.0,0.0
127,1113.5762210104883,204.0,-40.0,-1094.0,0.0
128,1113.5762210104883,204.0,-40.0,-1094.0,0.0
129,1114.1297051959434,207.0,-40.0,-1094.0,0.0
130,1113.1477889301132,207.0,-40.0,-1093.0,0.0
131,1113.1477889301132,207.0,-40.0,-1093.0,0.0
132,1113.1477889301132,207.0,-40.0,-1093.0,0.0
133,1112.7776058134887,205.0,-40.0,-1093.0,0.0
134,1113.6233654157945,205.0,-36.0,-1094.0,0.0
135,1113.6233654157945,205.0,-36.0,-1094.0,0.0
136,1113.6233654157945,205.0,-36.0,-1094.0,0.0
137,1113.6233654157945,205.0,-36.0,-1094.0,0.0
138,1114.3895189744023,208.0,-42.0,-1094.0,0.0
139,1116.3529907694967,208.0,-42.0,-1096.0,0.0
140,1116.3529907694967,208.0,-42.0,-1096.0,0.0
141,1116.3529907694967,208.0,-42.0,-1096.0,0.0
142,1115.9820787091521,206.0,-42.0,-1096.0,0.0
143,1109.912158686443,206.0,-37.0,-1090.0,0.0
144,1109.912158686443,206.0,-37.0,-1090.0,0.0
145,1109.912158686443,206.0,-37.0,-1090.0,0.0
146,1109.912158686443,206.0,-37.0,-1090.0,0.0
147,1109.1767217175088,202.0,-37.0,-1090.0,0.0
148,1113.1078114899742,202.0,-37.0,-1094.0,0.0
149,1113.1078114899742,202.0,-37.0,-1094.0,0.0
150,1113.1078114899742,202.0,-37.0,-1094.0,0.0
151,1113.1078114899742,202.0,-37.0,-1094.0,0.0
152,1115.0735401757142,202.0,-37.0,-1096.0,0.0
153,1115.0735401757142,202.0,-37.0,-1096.0,0.0
154,1115.0735401757142,202.0,-37.0,-1096.0,0.0
155,1115.0735401757142,202.0,-37.0,-1096.0,0.0
156,1115.724428342411,205.0,-40.0,-1096.0,0.0
157,1110.8132156217805,205.0,-40.0,-1091.0,0.0
158,1110.8132156217805,205.0,-40.0,-1091.0,0.0
159,1110.8132156217805,205.0,-40.0,-1091.0,0.0
160,1110.9981998185235,206.0,-40.0,-1091.0,0.0
161,1110.861377490459,206.0,-36.0,-1091.0,0.0
162,1110.861377490459,206.0,-36.0,-1091.0,0.0
163,1110.861377490459,206.0,-36.0,-1091.0,0.0
164,1110.861377490459,206.0,-36.0,-1091.0,0.0
165,1111.1494048956692,206.0,-44.0,-1091.0,0.0
166,1119.0053619174485,206.0,-44.0,-1099.0,0.0
167,1119.0053619174485,206.0,-44.0,-1099.0,0.0
168,1119.0053619174485,206.0,-44.0,-1099.0,0.0
169,1118.8217016129067,205.0,-44.0,-1099.0,0.0
170,1115.724428342411,205.0,-40.0,-1096.0,0.0
171,1115.724428342411,205.0,-40.0,-1096.0,0.0
172,1115.724428342411,205.0,-40.0,-1096.0,0.0
173,1115.724428342411,205.0,-40.0,-1096.0,0.0
174,1116.2795348836241,208.0,-40.0,-1096.0,0.0
175,1114.3159336561603,208.0,-40.0,-1094.0,0.0
176,1114.3159336561603,208.0,-40.0,-1094.0,0.0
177,1114.3159336561603,208.0,-40.0,-1094.0,0.0
178,1113.944343313435,206.0,-40.0,-1094.0,0.0
179,1113.840652876344,206.0,-37.0,-1094.0,0.0
180,1113.840652876344,206.0,-37.0,-1094.0,0.0
181,1113.840652876344,206.0,-37.0,-1094.0,0.0
182,1113.840652876344,206.0,-37.0,-1094.0,0.0
183,1114.2414460071031,207.0,-43.0,-1094.0,0.0
184,1114.2414460071031,207.0,-43.0,-1094.0,0.0
185,1114.2414460071031,207.0,-43.0,-1094.0,0.0
186,1114.2414460071031,207.0,-43.0,-1094.0,0.0
187,1114.2414460071031,207.0,-43.0,-1094.0,0.0
188,1115.9256247617939,207.0,-35.0,-1096.0,0.0
189,1115.9256247617939,207.0,-35.0,-1096.0,0.0
190,1115.9256247617939,207.0,-35.0,-1096.0,0.0
191,1115.9256247617939,207.0,-35.0,-1096.0,0.0
192,1115.8360094565867,205.0,-43.0,-1096.0,0.0
193,1109.9432417921198,205.0,-43.0,-1090.0,0.0
194,1109.9432417921198,205.0,-43.0,-1090.0,0.0
195,1109.9432417921198,205.0,-43.0,-1090.0,0.0
196,1109.5755945405433,203.0,-43.0,-1090.0,0.0
197,1118.3067557696322,203.0,-40.0,-1099.0,0.0
198,1118.3067557696322,203.0,-40.0,-1099.0,0.0
199,1118.3067557696322,203.0,-40.0,-1099.0,0.0
200,1118.3067557696322,203.0,-40.0,-1099.0,0.0
201,1118.4887125045116,204.0,-40.0,-1099.0,0.0
202,1114.5586570477124,204.0,-40.0,-1095.0,0.0
203,1114.5586570477124,204.0,-40.0,-1095.0,0.0
204,1114.5586570477124,204.0,-40.0,-1095.0,0.0
205,1114.1943277543644,202.0,-40.0,-1095.0,0.0
206,1116.0900501303647,202.0,-38.0,-1097.0,0.0
207,1116.0900501303647,202.0,-38.0,-1097.0,0.0
208,1116.0900501303647,202.0,-38.0,-1097.0,0.0
209,1116.0900501303647,202.0,-38.0,-1097.0,0.0
210,1116.453760798001,204.0,-38.0,-1097.0,0.0
211,1117.4363516549836,204.0,-38.0,-1098.0,0.0
212,1117.4363516549836,204.0,-38.0,-1098.0,0.0
213,1117.4363516549836,204.0,-38.0,-1098.0,0.0
214,1117.619344857631,205.0,-38.0,-1098.0,0.0
215,1112.6738066477524,205.0,-37.0,-1093.0,0.0
216,1112.6738066477524,205.0,-37.0,-1093.0,0.0
217,1112.6738066477524,205.0,-37.0,-1093.0,0.0
218,1112.6738066477524,205.0,-37.0,-1093.0,0.0
219,1112.4899999550557,204.0,-37.0,-1093.0,0.0
220,1111.5075348372588,204.0,-37.0,-1092.0,0.0
221,1111.5075348372588,204.0,-37.0,-1092.0,0.0
222,1111.5075348372588,204.0,-37.0,-1092.0,0.0
223,1111.324435077354,203.0,-37.0,-1092.0,0.0
224,1117.3240353630633,203.0,-40.0,-1098.0,0.0
225,1117.3240353630633,203.0,-40.0,-1098.0,0.0
226,1117.3240353630633,203.0,-40.0,-1098.0,0.0
227,1117.3240353630633,203.0,-40.0,-1098.0,0.0
228,1117.1562111003097,203.0,-35.0,-1098.0,0.0
229,1111.2596456274293,203.0,-35.0,-1092.0,0.0
230,1111.2596456274293,203.0,-35.0,-1092.0,0.0
231,1111.2596456274293,203.0,-35.0,-1092.0,0.0
232,1111.4427560607878,204.0,-35.0,-1092.0,0.0
233,1115.5774289577573,204.0,-41.0,-1096.0,0.0
234,1115.5774289577573,204.0,-41.0,-1096.0,0.0
235,1115.5774289577573,204.0,-41.0,-1096.0,0.0
236,1115.5774289577573,204.0,-41.0,-1096.0,0.0
237,1115.2551277622533,203.0,-37.0,-1096.0,0.0
238,1113.2897197046238,203.0,-37.0,-1094.0,0.0
239,1113.2897197046238,203.0,-37.0,-1094.0,0.0
240,1113.2897197046238,203.0,-37.0,-1094.0,0.0
241,1112.5673013350697,199.0,-37.0,-1094.0,0.0
242,1109.5846069588385,199.0,-36.0,-1091.0,0.0
243,1109.5846069588385,199.0,-36.0,-1091.0,0.0
244,1109.5846069588385,199.0,-36.0,-1091.0,0.0
245,1109.5846069588385,199.0,-36.0,-1091.0,0.0
246,1110.4458564018328,203.0,-40.0,-1091.0,0.0
247,1115.3586867012782,203.0,-40.0,-1096.0,0.0
248,1115.3586867012782,203.0,-40.0,-1096.0,0.0
249,1115.3586867012782,203.0,-40.0,-1096.0,0.0
250,1116.6539302756248,210.0,-40.0,-1096.0,0.0
251,1112.8791488746656,210.0,-44.0,-1092.0,0.0
252,1112.8791488746656,210.0,-44.0,-1092.0,0.0
253,1112.8791488746656,210.0,-44.0,-1092.0,0.0
254,1112.8791488746656,210.0,-44.0,-1092.0,0.0
255,1112.1303880391004,207.0,-39.0,-1092.0,0.0
256,1112.1303880391004,207.0,-39.0,-1092.0,0.0
257,1112.1303880391004,207.0,-39.0,-1092.0,0.0
258,1112.1303880391004,207.0,-39.0,-1092.0,0.0
259,1112.1303880391004,207.0,-39.0,-1092.0,0.0
260,1111.0801051229384,207.0,-37.0,-1091.0,0.0
261,1111.0801051229384,207.0,-37.0,-1091.0,0.0
262,1111.0801051229384,207.0,-37.0,-1091.0,0.0
263,1111.0801051229384,207.0,-37.0,-1091.0,0.0
264,1110.5579678702054,203.0,-43.0,-1091.0,0.0
265,1113.505276143764,203.0,-43.0,-1094.0,0.0
266,1113.505276143764,203.0,-43.0,-1094.0,0.0
267,1113.505276143764,203.0,-43.0,-1094.0,0.0
268,1112.9622635112119,200.0,-43.0,-1094.0,0.0
269,1115.8732006818695,200.0,-42.0,-1097.0,0.0
270,1115.8732006818695,200.0,-42.0,-1097.0,0.0
271,1115.8732006818695,200.0,-42.0,-1097.0,0.0
272,1115.8732006818695,200.0,-42.0,-1097.0,0.0
273,1116.1599347763743,202.0,-40.0,-1097.0,0.0
274,1111.246147349902,202.0,-40.0,-1092.0,0.0
275,1111.246147349902,202.0,-40.0,-1092.0,0.0
276,1111.246147349902,202.0,-40.0,-1092.0,0.0
277,1111.6114429061981,204.0,-40.0,-1092.0,0.0
278,1114.4886719926767,204.0,-38.0,-1095.0,0.0
279,1114.4886719926767,204.0,-38.0,-1095.0,0.0
280,1114.4886719926767,204.0,-38.0,-1095.0,0.0
281,1114.4886719926767,204.0,-38.0,-1095.0,0.0
282,1113.909780906874,201.0,-37.0,-1095.0,0.0
283,1111.9437935435406,201.0,-37.0,-1093.0,0.0
284,1111.9437935435406,201.0,-37.0,-1093.0,0.0
285,1111.9437935435406,201.0,-37.0,-1093.0,0.0
286,1113.230434366578,208.0,-37.0,-1093.0,0.0
287,1112.3524621270005,208.0,-40.0,-1092.0,0.0
288,1112.3524621270005,208.0,-40.0,-1092.0,0.0
289,1112.3524621270005,208.0,-40.0,-1092.0,0.0
290,1112.3524621270005,208.0,-40.0,-1092.0,0.0
291,1111.9802156513397,206.0,-40.0,-1092.0,0.0
292,1114.9264549736006,206.0,-40.0,-1095.0,0.0
293,1114.9264549736006,206.0,-40.0,-1095.0,0.0
294,1114.9264549736006,206.0,-40.0,-1095.0,0.0
295,1115.1116536024542,207.0,-40.0,-1095.0,0.0
296,1112.1303880391004,207.0,-39.0,-1092.0,0.0
297,1112.1303880391004,207.0,-39.0,-1092.0,0.0
298,1112.1303880391004,207.0,-39.0,-1092.0,0.0
299,1112.1303880391004,207.0,-39.0,-1092.0,0.0
300,1112.1303880391004,207.0,-39.0,-1092.0,0.0
301,1116.058242207816,207.0,-39.0,-1096.0,0.0
302,1116.058242207816,207.0,-39.0,-1096.0,0.0
303,1116.058242207816,207.0,-39.0,-1096.0,0.0
304,1115.8732006818695,206.0,-39.0,-1096.0,0.0
305,1113.8743196608852,206.0,-38.0,-1094.0,0.0
306,1113.8743196608852,206.0,-38.0,-1094.0,0.0
307,1113.8743196608852,206.0,-38.0,-1094.0,0.0
308,1113.8743196608852,206.0,-38.0,-1094.0,0.0
309,1113.8716263555689,205.0,-43.0,-1094.0,0.0
310,1110.92529001729,205.0,-43.0,-1091.0,0.0
311,1110.92529001729,205.0,-43.0,-1091.0,0.0
312,1110.92529001729,205.0,-43.0,-1091.0,0.0
313,1110.3756121241136,202.0,-43.0,-1091.0,0.0
314,1111.1422051204788,202.0,-37.0,-1092.0,0.0
315,1111.1422051204788,202.0,-37.0,-1092.0,0.0
316,1111.1422051204788,202.0,-37.0,-1092.0,0.0
317,1111.1422051204788,202.0,-37.0,-1092.0,0.0
318,1112.0539555255402,206.0,-42.0,-1092.0,0.0
319,1111.0720048673713,206.0,-42.0,-1091.0,0.0
320,1111.0720048673713,206.0,-42.0,-1091.0,0.0
321,1111.0720048673713,206.0,-42.0,-1091.0,0.0
322,1111.2578458665657,207.0,-42.0,-1091.0,0.0
323,1115.0762305779815,207.0,-39.0,-1095.0,0.0
324,1115.0762305779815,207.0,-39.0,-1095.0,0.0
325,1115.0762305779815,207.0,-39.0,-1095.0,0.0
326,1115.0762305779815,207.0,-39.0,-1095.0,0.0
327,1115.0381159404374,206.0,-43.0,-1095.0,0.0
328,1116.0201611082123,206.0,-43.0,-1096.0,0.0
329,1116.0201611082123,206.0,-43.0,-1096.0,0.0
330,1116.0201611082123,206.0,-43.0,-1096.0,0.0
331,1115.8360094565867,205.0,-43.0,-1096.0,0.0
332,1116.8182484182464,205.0,-43.0,-1097.0,0.0
333,1116.8182484182464,205.0,-43.0,-1097.0,0.0
334,1116.8182484182464,205.0,-43.0,-1097.0,0.0
335,1116.8182484182464,205.0,-43.0,-1097.0,0.0
336,1117.4842280766204,209.0,-41.0,-1097.0,0.0
337,1113.5578117008565,209.0,-41.0,-1093.0,0.0
338,1113.5578117008565,209.0,-41.0,-1093.0,0.0
339,1113.5578117008565,209.0,-41.0,-1093.0,0.0
340,1112.998652290289,206.0,-41.0,-1093.0,0.0
341,1112.9267720744253,206.0,-39.0,-1093.0,0.0
342,1112.9267720744253,206.0,-39.0,-1093.0,0.0
343,1112.9267720744253,206.0,-39.0,-1093.0,0.0
344,1112.9267720744253,206.0,-39.0,-1093.0,0.0
345,1113.1477889301132,207.0,-40.0,-1093.0,0.0
346,1113.1477889301132,207.0,-40.0,-1093.0,0.0
347,1113.1477889301132,207.0,-40.0,-1093.0,0.0
348,1113.1477889301132,207.0,-40.0,-1093.0,0.0
349,1112.9622635112119,206.0,-40.0,-1093.0,0.0
350,1112.8584815689728,206.0,-37.0,-1093.0,0.0
351,1112.8584815689728,206.0,-37.0,-1093.0,0.0
352,1112.8584815689728,206.0,-37.0,-1093.0,0.0
353,1113.230434366578,208.0,-37.0,-1093.0,0.0
354,1114.1795187491107,208.0,-36.0,-1094.0,0.0
355,1114.1795187491107,208.0,-36.0,-1094.0,0.0
356,1114.1795187491107,208.0,-36.0,-1094.0,0.0
357,1114.1795187491107,208.0,-36.0,-1094.0,0.0
358,1113.176086699674,202.0,-39.0,-1094.0,0.0
359,1110.2279045313173,202.0,-39.0,-1091.0,0.0
360,1110.2279045313173,202.0,-39.0,-1091.0,0.0
361,1110.2279045313173,202.0,-39.0,-1091.0,0.0
362,1111.1485049263217,207.0,-39.0,-1091.0,0.0
363,1112.277842987084,207.0,-43.0,-1092.0,0.0
364,1112.277842987084,207.0,-43.0,-1092.0,0.0
365,1112.277842987084,207.0,-43.0,-1092.0,0.0
366,1112.277842987084,207.0,-43.0,-1092.0,0.0
367,1111.910068305886,206.0,-38.0,-1092.0,0.0
368,1111.910068305886,206.0,-38.0,-1092.0,0.0
369,1111.910068305886,206.0,-38.0,-1092.0,0.0
370,1111.910068305886,206.0,-38.0,-1092.0,0.0
371,1112.0957692573063,207.0,-38.0,-1092.0,0.0
372,1116.9722467456388,207.0,-37.0,-1097.0,0.0
373,1116.9722467456388,207.0,-37.0,-1097.0,0.0
374,1116.9722467456388,207.0,-37.0,-1097.0,0.0
375,1116.9722467456388,207.0,-37.0,-1097.0,0.0
376,1116.890773531593,206.0,-40.0,-1097.0,0.0
377,1114.9264549736006,206.0,-40.0,-1095.0,0.0
378,1114.9264549736006,206.0,-40.0,-1095.0,0.0
379,1114.9264549736006,206.0,-40.0,-1095.0,0.0
380,1114.7421226454126,205.0,-40.0,-1095.0,0.0
381,1114.6721491093244,205.0,-38.0,-1095.0,0.0
382,1114.6721491093244,205.0,-38.0,-1095.0,0.0
383,1114.6721491093244,205.0,-38.0,-1095.0,0.0
384,1114.6721491093244,205.0,-38.0,-1095.0,0.0
385,1115.1941534997393,208.0,-37.0,-1095.0,0.0
386,1116.176061380999,208.0,-37.0,-1096.0,0.0
387,1116.176061380999,208.0,-37.0,-1096.0,0.0
388,1116.176061380999,208.0,-37.0,-1096.0,0.0
389,1114.892819960735,201.0,-37.0,-1096.0,0.0
390,1113.030547649075,201.0,-40.0,-1094.0,0.0
391,1113.030547649075,201.0,-40.0,-1094.0,0.0
392,1113.030547649075,201.0,-40.0,-1094.0,0.0
393,1113.030547649075,201.0,-40.0,-1094.0,0.0
394,1113.4298361369702,203.0,-41.0,-1094.0,0.0
395,1112.4473021226668,203.0,-41.0,-1093.0,0.0
396,1112.4473021226668,203.0,-41.0,-1093.0,0.0
397,1112.4473021226668,203.0,-41.0,-1093.0,0.0
398,1113.5578117008565,209.0,-41.0,-1093.0,0.0
399,1118.4659136513728,209.0,-41.0,-1098.0,0.0
400,1118.4659136513728,209.0,-41.0,-1098.0,0.0
401,1118.4659136513728,209.0,-41.0,-1098.0,0.0
402,1118.4659136513728,209.0,-41.0,-1098.0,0.0
403,1118.022361135948,207.0,-39.0,-1098.0,0.0
404,1116.058242207816,207.0,-39.0,-1096.0,0.0
405,1116.058242207816,207.0,-39.0,-1096.0,0.0
406,1116.058242207816,207.0,-39.0,-1096.0,0.0
407,1116.430920388718,209.0,-39.0,-1096.0,0.0
408,1114.6537578997345,209.0,-44.0,-1094.0,0.0
409,1114.6537578997345,209.0,-44.0,-1094.0,0.0
410,1114.6537578997345,209.0,-44.0,-1094.0,0.0
411,1114.6537578997345,209.0,-44.0,-1094.0,0.0
412,1113.6561408262426,205.0,-37.0,-1094.0,0.0
413,1112.6738066477524,205.0,-37.0,-1093.0,0.0
414,1112.6738066477524,205.0,-37.0,-1093.0,0.0
415,1112.6738066477524,205.0,-37.0,-1093.0,0.0
416,1112.4899999550557,204.0,-37.0,-1093.0,0.0
417,1113.6125897276845,204.0,-41.0,-1094.0,0.0
418,1113.6125897276845,204.0,-41.0,-1094.0,0.0
419,1113.6125897276845,204.0,-41.0,-1094.0,0.0
420,1113.6125897276845,204.0,-41.0,-1094.0,0.0
421,1113.7962111625268,205.0,-41.0,-1094.0,0.0
422,1112.814000630833,205.0,-41.0,-1093.0,0.0
423,1112.814000630833,205.0,-41.0,-1093.0,0.0
424,1112.814000630833,205.0,-41.0,-1093.0,0.0
425,1113.3705582599173,208.0,-41.0,-1093.0,0.0
426,1107.2136198584265,208.0,-33.0,-1087.0,0.0
427,1107.2136198584265,208.0,-33.0,-1087.0,0.0
428,1107.2136198584265,208.0,-33.0,-1087.0,0.0
429,1107.2136198584265,208.0,-33.0,-1087.0,0.0
430,1106.8848178559501,205.0,-40.0,-1087.0,0.0
431,1115.724428342411,205.0,-40.0,-1096.0,0.0
432,1115.724428342411,205.0,-40.0,-1096.0,0.0
433,1115.724428342411,205.0,-40.0,-1096.0,0.0
434,1115.5411242979794,204.0,-40.0,-1096.0,0.0
435,1110.593535007295,204.0,-39.0,-1091.0,0.0
436,1110.593535007295,204.0,-39.0,-1091.0,0.0
437,1110.593535007295,204.0,-39.0,-1091.0,0.0
438,1110.593535007295,204.0,-39.0,-1091.0,0.0
439,1110.3373361280796,202.0,-42.0,-1091.0,0.0
440,1114.2679211033583,202.0,-42.0,-1095.0,0.0
441,1114.2679211033583,202.0,-42.0,-1095.0,0.0
442,1114.2679211033583,202.0,-42.0,-1095.0,0.0
443,1114.4496399568714,203.0,-42.0,-1095.0,0.0
444,1112.3407751224443,203.0,-38.0,-1093.0,0.0
445,1112.3407751224443,203.0,-38.0,-1093.0,0.0
446,1112.3407751224443,203.0,-38.0,-1093.0,0.0
447,1112.3407751224443,203.0,-38.0,-1093.0,0.0
448,1113.2641196050467,208.0,-38.0,-1093.0,0.0
449,1114.245933355828,208.0,-38.0,-1094.0,0.0
450,1114.245933355828,208.0,-38.0,-1094.0,0.0
451,1114.245933355828,208.0,-38.0,-1094.0,0.0
452,1113.8743196608852,206.0,-38.0,-1094.0,0.0
453,1112.9622635112119,206.0,-40.0,-1093.0,0.0
454,1112.9622635112119,206.0,-40.0,-1093.0,0.0
455,1112.9622635112119,206.0,-40.0,-1093.0,0.0
456,1112.9622635112119,206.0,-40.0,-1093.0,0.0
457,1112.9622635112119,206.0,-40.0,-1093.0,0.0
458,1112.9622635112119,206.0,-40.0,-1093.0,0.0
459,1112.9622635112119,206.0,-40.0,-1093.0,0.0
460,1112.9622635112119,206.0,-40.0,-1093.0,0.0
461,1112.4108953080242,203.0,-40.0,-1093.0,0.0
462,1107.361277993772,203.0,-36.0,-1088.0,0.0
463,1107.361277993772,203.0,-36.0,-1088.0,0.0
464,1107.361277993772,203.0,-36.0,-1088.0,0.0
465,1107.361277993772,203.0,-36.0,-1088.0,0.0
466,1108.802958149012,210.0,-40.0,-1088.0,0.0
467,1119.5985887808183,210.0,-40.0,-1099.0,0.0
468,1119.5985887808183,210.0,-40.0,-1099.0,0.0
